V0,V1,V2,V3,V4,V6,V7,V8,V10,V12,V13,V14,V15,V16,V18,V19,V20,V21,V23,V24,V25,V26,V27,V29,V30,V31,V32,V33,V34,V35,V36,V37,target
4.999519,10.314877,1.401711,1.284325,1.200827,6.831980,7.969424,6.933769,0.665972,1.622299,1.092051,0.345212,0.283327,6.716313,0.554054,0.348364,0.356333,0.981204,7.787085,0.430588,0.244508,1.782425,14560.611555,0.247493,1.826763,32.141227,1.271865,0.233030,0.281688,6.800553,0.653076,0.464834,1.410000
5.097079,10.344966,1.388335,1.284325,1.253974,6.937258,8.486951,7.885888,0.861388,1.563433,1.049765,0.366623,0.272343,6.823485,0.558183,0.330906,0.341282,0.984667,6.085672,0.430826,0.236878,1.689462,14033.995319,0.246425,2.704923,37.909539,1.545312,0.414938,0.512782,5.976392,0.748438,0.452433,1.237000
5.247407,9.445810,1.350848,1.332799,1.342194,7.050170,8.486951,7.515809,0.612030,1.717443,0.537981,0.352695,0.270015,6.952227,0.001373,0.468704,0.332143,1.104443,10.325425,0.188588,0.234771,1.459542,16454.345963,0.274641,1.467780,37.137055,1.333902,0.379092,0.462536,5.976392,0.600138,0.478882,1.385000
4.316866,7.404103,1.147334,1.267814,1.583062,6.550664,8.722907,6.316443,0.417244,2.021548,1.056817,0.313117,0.295566,6.151441,0.666604,0.530823,0.306659,0.985014,11.129439,0.188588,0.230917,1.302792,14704.169677,0.298400,2.158202,31.160642,0.015091,0.445702,0.327774,6.173424,0.576694,0.522766,0.660000
6.134316,10.491436,1.241455,1.297224,1.591135,6.541749,8.714071,8.811767,0.492441,1.959825,0.923247,0.339382,0.295566,6.143629,1.230202,0.596586,0.318658,1.015058,11.241044,0.007425,0.227251,1.000408,15180.041807,0.298400,1.442859,40.215308,2.006731,0.445702,0.701269,7.338881,0.400170,0.495593,1.224000
6.708025,12.227134,1.353482,1.307394,1.570557,6.553638,8.714071,10.040516,0.413434,2.165243,1.056817,0.340882,0.359109,6.528008,0.666851,0.487082,0.337752,0.978897,11.307142,0.006895,0.226366,0.980062,19880.652105,0.343244,2.945193,40.805880,2.434882,0.640143,0.879923,9.178637,0.405114,0.441171,1.610000
6.886192,13.083707,1.340339,1.337155,1.700798,6.580451,9.137597,9.664357,0.697039,2.353783,0.696166,0.347376,0.359109,6.778189,0.533142,0.538306,0.354764,1.053823,11.293896,0.006365,0.228571,0.794387,19150.142604,0.383534,1.520596,48.888268,1.298311,0.622649,0.879923,9.178637,0.631731,0.497272,1.553000
5.374946,9.043868,1.265005,1.351822,1.417785,6.417981,9.137597,7.662712,0.494235,2.425485,1.003215,0.334211,0.421369,6.237922,0.363694,0.485762,0.356275,0.984898,6.031321,0.005835,0.227591,0.940447,16274.802817,0.406466,2.604596,38.002444,1.766592,0.260460,0.366579,7.833219,0.711426,0.467961,0.981000
5.810321,9.661819,1.286571,1.381343,1.487344,6.444341,9.000591,7.776828,0.558889,2.471177,0.809344,0.303702,0.444271,6.400427,0.340144,0.597528,0.358875,1.017038,6.251241,0.005835,0.230350,0.834585,13743.634981,0.413710,2.620954,40.568735,1.329841,0.411827,0.434873,6.978160,0.501647,0.492231,1.087000
4.730729,8.121792,1.166150,1.391134,1.413611,6.244489,8.910216,5.903385,0.469336,2.124997,1.000317,0.309085,0.436578,6.135824,0.410075,0.526079,0.354531,0.984667,11.380237,0.005835,0.230350,1.044150,13261.394765,0.402850,1.605518,30.788239,1.416842,0.199324,0.306868,7.196435,0.541647,0.519428,0.667000
5.179911,9.515797,1.285103,1.444992,1.470186,6.330750,8.869796,7.181048,0.422128,2.206025,1.158389,0.312109,0.432621,5.938296,0.571568,0.493478,0.361913,0.957401,11.320402,0.005835,0.229446,1.081032,14383.029009,0.402850,1.519208,30.788239,1.218115,0.414938,0.214582,10.953666,0.438386,0.456354,1.140000
4.832892,10.400320,1.193235,1.427055,1.406117,6.397540,8.820604,7.012475,0.610819,2.078059,1.225487,0.297469,0.399023,5.971271,0.602739,0.374585,0.369306,0.949160,10.999362,0.005835,0.225648,1.288235,12268.382625,0.379940,1.434840,37.027847,1.069813,0.427183,0.497661,9.178637,0.528185,0.544519,1.240000
5.069703,9.284187,1.427111,1.386393,1.333729,6.691627,8.820604,7.386506,0.581546,2.034442,1.107977,0.289536,0.399023,5.918078,0.601792,0.471970,0.355520,0.966581,11.142520,0.005835,0.221246,1.288675,14776.450108,0.360461,1.606961,36.093246,1.091694,0.432346,0.516712,9.178637,0.548773,0.404391,1.690000
4.426233,9.492420,1.238931,1.437294,1.382547,6.798200,9.050624,6.539989,0.673749,2.061708,1.181461,0.299323,0.369507,6.096925,0.600609,0.418875,0.333136,0.951561,11.340317,0.005835,0.223789,1.325037,11879.445835,0.341792,1.657295,39.497385,1.187086,0.439559,0.535779,9.178637,0.750533,0.526485,1.211000
4.089109,8.028002,1.212768,1.378506,1.278526,6.700708,9.091735,6.696360,0.746128,1.950400,0.680916,0.288521,0.360485,6.078842,0.600609,0.409863,0.296181,1.057239,11.406917,0.007160,0.222852,1.095355,10141.590646,0.341792,2.639446,40.450621,1.361183,0.439559,0.535779,9.178637,0.581872,0.603275,1.118000
3.571107,5.938303,1.216693,1.260503,1.181302,6.145066,9.091735,4.459385,0.307168,1.753293,1.347326,0.304544,0.355910,5.014304,0.602028,0.475243,0.274231,0.908815,10.947698,0.007160,0.219909,1.263322,11317.855813,0.345149,2.147543,25.433726,1.649156,0.439559,0.535779,9.178637,0.392180,0.440777,0.827000
4.657892,8.241357,1.536241,1.215175,1.130416,6.473733,8.569354,6.578798,0.439045,1.772584,1.229092,0.330703,0.347967,5.508813,0.601792,0.474151,0.281998,0.945161,11.346962,0.417688,0.222051,1.308110,15050.508100,0.318141,1.599037,29.382151,1.217477,0.439559,0.535779,9.178637,0.413399,0.299220,1.013000
5.442038,9.867480,1.609367,1.245928,1.184667,6.962221,8.569354,7.963629,0.459018,1.631147,0.891460,0.294601,0.321784,5.738660,0.601555,0.434306,0.290794,1.021587,11.447039,0.417688,0.230617,1.239129,15766.480777,0.299497,1.974575,34.576286,1.260080,0.439559,0.535779,9.178637,0.423626,0.285125,1.304000
5.313236,11.228714,1.474278,1.313882,1.504193,7.040704,8.860835,7.650118,0.615912,1.811012,1.274411,0.254385,0.319278,6.969543,0.601082,0.351363,0.310109,0.940026,11.393570,0.430826,0.234249,1.408869,16983.616151,0.295463,2.839444,37.356327,1.830317,0.439559,0.535779,9.178637,0.625409,0.344798,1.319000
5.747187,11.890102,1.541062,1.284325,1.418621,7.316234,9.082586,8.808231,0.619072,1.741672,1.280135,0.265970,0.326064,6.943582,0.598954,0.373771,0.310109,0.943106,10.838606,0.430588,0.236588,1.482416,17916.191104,0.314138,1.786796,41.183876,1.976550,0.439559,0.535779,9.178637,0.613804,0.370977,1.594000
5.226386,11.201843,1.598696,1.354324,1.333327,7.620695,9.082586,8.338216,0.603330,1.821157,0.944966,0.300166,0.326064,8.217506,0.600609,0.355975,0.324100,1.011914,11.527647,0.007425,0.243394,1.368386,16880.598156,0.327406,3.290838,40.627906,1.986280,0.439559,0.535779,9.178637,0.585885,0.407967,1.489000
5.575757,12.192496,1.526223,1.316047,1.559002,7.580405,9.398035,9.145729,0.581308,2.029277,0.824483,0.332541,0.351366,8.040258,0.650387,0.363227,0.333074,1.032574,12.318125,0.007425,0.243301,1.372950,16434.304536,0.349842,2.231150,47.013732,1.717194,0.439559,0.535779,9.178637,0.564761,0.437234,1.530000
5.266149,11.705032,1.543475,1.390818,1.465490,7.404535,9.398035,8.317967,0.521402,2.131667,1.283821,0.353193,0.374730,7.793016,0.911649,0.315434,0.332453,0.945846,14.064107,0.007160,0.240229,1.599599,17764.653749,0.362854,1.564779,46.432835,1.635150,0.520409,0.613971,13.108738,0.528866,0.370041,1.481000
5.463743,11.196476,1.425952,1.365609,1.534734,7.674689,9.540104,8.925520,0.614698,2.109048,1.145198,0.335880,0.376761,8.267314,0.911365,0.324812,0.350367,0.988134,11.480566,0.007425,0.240892,1.723956,16156.139259,0.361281,1.678775,45.836344,2.539560,0.540718,0.613971,5.285036,0.543023,0.497402,1.342000
6.533555,13.157317,1.459772,1.354637,1.979001,7.610606,9.771170,10.005112,0.616884,2.449729,1.103415,0.313620,0.387406,7.885381,0.908530,0.341989,0.355520,0.988134,11.426963,0.007160,0.237682,1.699869,19665.895968,0.359006,1.690710,50.973476,1.981853,0.602107,0.613971,5.237833,0.535699,0.439990,1.901000
6.505757,13.083707,1.719810,1.436653,1.880404,7.580405,9.771170,10.571825,0.582022,2.689981,1.008660,0.355518,0.387406,7.770857,0.542650,0.367880,0.360139,0.997742,11.122904,0.007160,0.234543,1.570653,19127.006184,0.399486,1.486153,58.224880,1.450950,0.721048,0.871278,9.178637,0.669463,0.326964,1.901000
6.808145,13.175774,1.608956,1.435692,1.733329,7.617331,9.903201,10.127496,0.663221,2.447518,0.984451,0.325520,0.420031,7.761376,0.907680,0.383372,0.360139,1.005518,10.902664,0.007160,0.235649,1.560254,20097.626643,0.399486,1.879421,55.746942,1.372887,0.293072,0.281688,9.178637,0.662987,0.389653,1.920000
5.647305,9.867480,1.223129,1.426097,1.598782,7.411110,9.903201,8.474250,0.721416,2.327379,0.679096,0.335045,0.423084,8.277306,0.309404,0.516632,0.333693,1.061366,19.748090,0.007160,0.234739,1.284721,13659.322953,0.398397,1.876199,55.486154,1.155336,0.404645,0.301707,9.384273,0.673961,0.591065,1.316000
3.136890,5.548768,0.929454,1.382920,1.365745,6.631343,9.977198,5.114046,0.464716,1.998483,0.672138,0.341216,0.423338,6.272265,0.512321,0.449472,0.278278,1.052881,19.673163,0.007160,0.225236,1.224576,8602.764804,0.401827,1.749750,37.668928,1.450950,0.000000,0.131221,11.940495,0.607075,0.691779,0.157000
3.180892,5.507160,0.888682,1.277894,1.280487,5.930870,9.110056,3.838600,0.349358,1.961084,0.592456,0.339716,0.429818,4.768405,0.569946,0.525402,0.228021,1.063845,19.566550,0.007160,0.214899,1.001925,9336.367797,0.406635,2.432454,21.497831,1.885320,0.266004,0.437886,15.384823,0.311036,0.652490,0.596000
2.543387,3.610367,0.772739,1.073261,1.135517,5.222273,9.110056,3.808260,0.581308,1.511298,0.524011,0.303029,0.429818,4.768405,0.583208,0.568583,0.175797,1.074604,12.289619,0.006895,0.201319,0.908558,6604.699036,0.404549,1.844993,19.569005,1.755170,0.233030,0.281688,15.384823,0.590858,0.716298,-0.787000
1.394603,1.581532,0.649781,0.735432,0.816927,4.430371,8.243723,1.827737,0.556782,1.041030,0.941447,0.278535,0.422450,3.281850,0.001998,0.647181,0.167016,0.982473,13.904947,0.007160,0.197439,1.184456,4764.422029,0.404549,0.020921,10.663414,0.026520,0.126752,0.131221,16.149512,0.581165,0.768772,-2.855000
3.642534,6.156058,1.082976,0.653796,1.435823,4.189130,8.155600,4.814053,0.082594,1.933515,0.922899,0.290380,0.408534,2.890760,0.604872,0.601534,0.267489,0.981088,11.307142,0.006895,0.206946,1.152516,10943.885222,0.397419,2.753478,16.472397,1.467484,0.184046,0.227849,9.831243,0.078724,0.436971,-0.283000
4.854852,8.307953,1.313133,0.737946,1.255137,4.486930,7.259923,6.548290,0.207095,1.964865,1.293678,0.265970,0.407224,3.668384,0.621571,0.456359,0.333198,0.911188,11.181840,0.104133,0.222574,1.258547,13692.988849,0.379157,1.803960,24.523289,1.385353,0.445702,0.574503,9.178637,0.153790,0.348031,0.020000
4.463169,7.827237,1.363286,0.814127,1.096519,5.107119,7.278891,5.898302,0.444011,1.762628,1.099241,0.294601,0.354887,4.785332,0.623251,0.464361,0.406556,0.962676,11.254237,0.192877,0.241709,1.268542,11660.398430,0.352104,2.088727,29.590112,1.449518,0.449908,0.579090,9.178637,0.371538,0.381528,-0.086000
4.434420,8.287094,1.388335,0.921359,1.112309,5.588277,7.694859,5.604697,0.541186,1.598136,1.093941,0.322172,0.334591,4.785332,0.669323,0.466531,0.417871,0.971640,11.433652,0.365961,0.252909,1.400068,12344.546822,0.292209,2.063631,29.456274,2.239491,0.460166,0.594161,9.178637,0.541647,0.385126,-0.072000
4.389538,8.848346,1.368202,1.288005,1.092593,6.027464,7.694859,6.567690,0.458800,1.546811,1.350269,0.264439,0.291436,5.599823,0.665863,0.344376,0.474025,0.918658,11.400242,0.397069,0.254430,1.566191,13409.314382,0.273093,2.414068,34.902663,2.197399,0.464273,0.598083,9.178637,0.342041,0.392978,1.754000
4.116084,7.847122,1.560826,1.332488,0.976634,6.682556,8.197464,6.612212,0.863335,1.479971,1.372238,0.258308,0.262177,6.109869,0.668581,0.345770,0.421840,0.912319,11.393570,0.397069,0.244169,1.658995,12700.702936,0.256752,1.475246,32.935455,1.264001,0.476720,0.613971,9.178637,0.768438,0.294027,1.582000
2.556713,5.124642,1.133837,1.396515,0.893958,6.955973,8.465377,5.170816,0.956388,1.528190,1.210721,0.287000,0.262177,6.538963,0.670065,0.320505,0.365319,0.959349,11.494001,0.397309,0.239373,1.800747,8261.980103,0.218542,1.432840,26.876051,1.414024,0.476720,0.613971,9.178637,1.008602,0.591065,-0.004000
2.946168,6.454460,1.292450,1.325654,0.829646,6.937258,8.851882,5.457679,0.540723,1.357101,0.766931,0.307404,0.227181,5.689626,1.044777,0.345770,0.327200,1.049705,11.473854,0.397309,0.235162,1.681165,11331.936205,0.213802,1.523375,25.512018,1.321744,0.665571,0.694432,9.178637,0.543253,0.461184,0.542000
2.711049,6.208250,1.407080,1.208581,0.818435,6.810468,8.802773,5.318498,0.303497,1.258861,1.122486,0.323679,0.216489,5.407300,1.045383,0.321678,0.302503,0.976015,11.413596,0.628690,0.235390,1.913747,12238.041662,0.199925,1.490257,24.776783,1.198424,0.665571,0.694432,9.178637,0.392793,0.320049,0.327000
4.205704,8.266278,1.534235,1.122644,0.951125,6.999803,8.802773,5.992917,0.323349,1.202523,1.169310,0.336714,0.194452,6.117646,1.043264,0.276160,0.295357,0.963939,10.749468,0.628690,0.240450,2.091864,14436.087367,0.182911,1.840225,31.806074,1.159043,0.665571,0.777281,9.178637,0.274674,0.306586,1.197000
4.655764,7.533982,1.643263,1.102907,1.026083,7.430865,9.100892,7.757712,0.569940,1.147436,1.159946,0.315131,0.177479,6.117646,0.322766,0.247851,0.292806,0.972446,11.135978,0.628461,0.241897,2.134377,12467.341136,0.199925,1.549250,29.844389,1.186458,0.458113,0.274779,9.178637,0.580693,0.206308,1.031000
4.428279,10.365066,1.462902,1.094242,1.301386,7.470504,9.304314,6.449257,0.550711,1.781990,1.327233,0.289705,0.179527,7.004284,0.669323,0.254494,0.292806,0.942421,11.287278,0.628461,0.238737,2.045793,14867.273605,0.201739,2.047307,32.706776,1.512680,0.365876,0.437886,9.178637,0.479341,0.347088,1.491000
4.600684,7.963293,1.648670,1.060687,1.106552,7.746031,9.511547,7.157190,0.568289,1.338607,1.200399,0.309757,0.180548,6.937823,0.668581,0.344177,0.269039,0.967270,11.267443,0.628461,0.237521,1.801287,14668.155078,0.224961,1.542227,30.896447,1.704395,0.375039,0.466383,9.178637,0.577634,0.281558,1.080000
4.939019,8.278762,1.797315,1.127307,1.123877,8.125122,9.859025,8.032171,0.561938,1.303078,1.282592,0.344380,0.220962,7.777183,0.667345,0.391390,0.268670,0.956713,11.227864,0.628690,0.239596,1.540073,13294.131706,0.224961,1.598318,31.568579,1.523012,0.476720,0.613971,9.178637,0.546240,0.195898,1.082000
5.339275,9.737919,1.605258,1.102618,1.223979,8.445823,9.859025,8.167393,0.526667,1.273331,1.095075,0.339549,0.220962,7.777183,0.671056,0.416774,0.267267,0.990331,11.393570,0.628690,0.245953,1.279898,16901.154321,0.245520,1.490257,29.249147,1.414728,0.476720,0.613971,9.178637,0.566160,0.362943,1.043000
5.805250,9.039384,1.677106,1.100594,1.315700,8.649150,10.472194,9.288860,0.491546,1.519728,0.864918,0.310765,0.265588,8.371046,0.683238,0.487082,0.311032,1.029882,11.380237,0.294723,0.251641,1.034079,15901.838166,0.270995,1.675801,34.799303,1.845437,0.476720,0.613971,9.178637,0.450106,0.311352,1.256000
4.995017,9.325523,1.547501,1.112469,1.424480,8.464143,10.580911,7.960377,0.465156,1.885924,1.401245,0.303366,0.327379,8.066314,0.868151,0.468487,0.310966,0.917752,11.221279,0.227023,0.250393,1.106571,15310.630216,0.308241,1.431508,35.476024,1.056936,0.539188,0.727315,9.178637,0.570598,0.303860,1.256000
5.221724,8.493423,1.866835,1.158971,1.257464,8.975128,10.690577,7.466333,0.510928,2.141031,0.899701,0.330871,0.363798,8.796863,0.665123,0.463927,0.339583,1.023338,6.263212,0.226023,0.248383,1.011052,12529.170963,0.334661,1.223089,33.248070,1.013203,0.539188,0.629815,9.178637,0.530457,0.202514,1.211000
4.371281,9.586220,1.339964,1.130225,1.277350,8.611886,11.100919,6.060145,0.570884,2.145053,1.133621,0.311101,0.366304,8.899006,0.667345,0.483126,0.359853,0.970950,6.113005,0.226023,0.244632,1.121089,14016.755814,0.335131,1.342260,33.363905,1.036651,0.523463,0.605945,6.978160,0.628567,0.474855,0.806000
4.711362,10.081721,1.280705,1.214875,1.492084,8.182027,11.100919,7.088959,0.534716,2.103750,0.826798,0.272767,0.367232,7.365697,0.666851,0.412163,0.371976,1.032925,6.255229,0.226523,0.238705,0.977068,13558.794695,0.335131,1.646994,37.448029,1.086346,0.476720,0.535779,5.237833,0.518004,0.521097,0.964000
5.714573,10.613969,1.470350,1.226297,1.583958,7.684848,10.785338,7.927920,0.480841,2.370305,0.916639,0.234192,0.415544,6.320075,0.668581,0.483126,0.377143,1.007261,6.152232,0.007690,0.229547,0.976694,15480.092407,0.388099,1.448223,37.484765,1.061607,0.476720,0.535779,5.237833,0.455685,0.345606,1.462000
5.797651,11.423791,1.428658,1.326274,1.505060,7.583755,10.591314,8.304490,0.597555,2.328090,1.211915,0.238137,0.415544,6.593963,0.667592,0.468922,0.379751,0.942421,6.113005,0.007160,0.228098,1.026755,16038.294928,0.392262,1.170053,37.484765,0.975053,0.476720,0.535779,5.237833,0.580693,0.376991,1.514000
3.993897,6.782436,1.166849,1.308629,1.346641,7.397964,10.405366,7.665863,1.038760,2.117676,0.451404,0.218367,0.433179,6.860473,0.668086,0.490387,0.324164,1.110654,6.267207,0.007425,0.225442,0.865013,9024.727890,0.395862,1.920025,40.766271,1.236079,0.476720,0.535779,5.237833,0.739825,0.669710,1.184000
2.582180,3.660826,0.980382,1.197223,1.232011,6.316307,10.121579,3.411555,0.358830,1.663500,0.916292,0.261375,0.442268,4.890086,0.670065,0.361410,0.255401,0.992298,6.012010,0.007425,0.210870,1.019844,10727.824228,0.408598,1.082912,17.643421,0.985620,0.476720,0.535779,5.237833,0.615973,0.602018,-0.241000
3.477011,7.014764,1.092109,1.039947,1.431615,6.063667,10.036730,6.930868,0.422767,2.047394,0.670328,0.287507,0.442268,4.743107,0.669323,0.387478,0.243795,1.044651,5.954393,0.007955,0.204018,0.901753,9081.685909,0.408598,1.660984,29.919543,1.365306,0.476720,0.535779,5.237833,0.320569,0.638188,0.555000
2.072635,3.219210,0.762341,0.993899,1.123515,5.367273,9.142194,3.219086,0.487299,1.600870,0.599919,0.238137,0.469815,3.909959,0.468620,0.429215,0.220023,1.054883,2.422113,0.006630,0.201047,0.872363,6123.448137,0.426413,1.470492,20.282908,1.180817,0.447104,0.510751,2.216786,0.592519,0.756441,-1.281000
1.527184,2.269796,0.785820,0.883950,1.003892,4.606262,8.159779,2.214894,0.232025,1.474276,1.140946,0.202470,0.480557,3.813935,0.314089,0.335051,0.174315,0.961529,2.174681,0.007160,0.202943,1.308110,5361.851105,0.432976,1.050164,12.689668,1.236079,0.323333,0.351169,2.082558,0.295775,0.729843,-1.281000
1.153916,0.967284,0.754297,0.719411,0.887941,4.000265,8.159779,1.785392,0.472203,1.249121,1.048283,0.209909,0.488090,2.648924,0.313338,0.310964,0.090989,0.970605,0.551132,0.005835,0.198150,1.301465,3593.287570,0.439374,1.037250,8.927603,1.248367,0.301070,0.325413,1.064141,0.283875,0.793087,-1.906000
1.162837,1.036477,0.454425,0.552725,0.627105,1.493566,2.241828,0.798209,0.000540,0.951631,0.668520,0.262397,0.445842,0.537677,0.668334,0.499013,0.286598,0.882597,3.308471,0.189093,0.184250,0.812157,4077.805467,0.419517,1.115766,1.780861,0.970624,0.570523,0.653902,2.996210,0.005636,0.692271,-2.129000
1.321309,1.454240,0.464338,0.620418,0.612550,1.668626,2.198919,1.560985,0.147841,1.086413,0.958042,0.275822,0.425234,0.795995,0.107389,0.272396,0.274231,0.845930,2.422113,0.323408,0.183025,1.323249,2731.122239,0.363794,0.115190,4.933665,0.076783,0.562731,0.633791,2.996210,0.065404,0.765390,-2.248000
0.445136,0.230870,0.337877,0.773939,0.486090,0.842816,0.845804,0.350091,0.008555,0.571953,0.369573,0.233162,0.431688,0.113318,1.206043,0.581128,0.325685,0.929325,9.277235,0.509354,0.115620,0.742992,3287.991572,0.408766,1.683244,0.474753,1.268585,0.774771,0.879923,6.200464,0.112043,0.607672,-2.925000
2.271903,3.198329,0.460789,0.716918,0.976300,1.023252,0.839694,2.186180,0.005691,1.020629,1.009387,0.230758,0.383356,0.337313,0.784872,0.435369,0.346093,0.786649,11.500723,0.530886,0.127187,1.030220,5922.081177,0.357737,1.453600,3.483644,1.315021,0.672025,0.694432,9.178637,0.008475,0.545029,-0.438000
3.711506,5.242975,0.537618,0.760693,1.056930,1.398224,1.046371,3.589368,0.487969,1.371822,0.820521,0.243105,0.338762,0.811311,0.783018,0.431970,0.358875,0.849145,11.574893,0.628232,0.144952,1.167799,6412.984538,0.290573,1.656557,7.197413,1.513416,0.672025,0.678206,9.178637,0.399553,0.520455,0.059000
4.585943,6.971380,0.671475,0.778285,1.087252,1.812521,1.046371,4.756239,0.713425,1.276144,0.843420,0.267331,0.293670,1.320853,1.042961,0.412163,0.358875,0.853141,6.263212,0.630293,0.160136,1.289554,9277.898822,0.264246,1.704960,13.839763,1.627404,0.523463,0.510345,6.978160,0.693600,0.512744,0.627000
4.523188,7.302302,0.718547,0.816466,1.127144,2.214805,1.428831,4.911681,0.554911,1.432290,0.944614,0.276840,0.289774,2.136374,0.783547,0.288666,0.347999,0.845265,10.448623,0.630293,0.178269,1.362921,8303.868449,0.264562,1.837844,19.476203,1.443086,0.578434,0.633791,7.251894,0.618145,0.380727,0.502000
4.233281,6.670442,0.859631,0.797557,0.943909,2.758232,1.821819,5.455296,0.346951,1.335218,1.120571,0.266310,0.274747,2.136374,0.786464,0.215573,0.335544,0.813296,10.294821,0.628690,0.198544,1.710839,9866.149664,0.267633,1.472528,18.857407,1.325788,0.539188,0.735559,8.317150,0.454610,0.328995,0.497000
3.880100,7.194268,0.889915,0.786232,1.199318,3.267542,2.045831,4.756239,0.444660,1.618438,1.029479,0.265970,0.274747,3.609086,0.786994,0.290573,0.314702,0.847149,10.851391,0.398991,0.213078,1.879666,11545.141881,0.246343,1.479330,20.038905,1.495807,0.539188,0.694432,8.738912,0.429298,0.475375,0.868000
4.817567,7.859073,0.968814,0.775216,1.173099,3.789593,2.454151,6.443792,0.557016,1.504473,0.793359,0.289029,0.254221,3.953264,0.781959,0.348764,0.317042,0.894836,10.851391,0.397790,0.220543,1.656942,11233.720586,0.259716,1.890728,23.459234,1.409804,0.539188,0.694432,8.738912,0.522293,0.380461,1.167000
5.008531,8.129991,1.269377,0.782640,1.069209,4.160249,2.881331,6.656982,0.683837,1.290273,1.300271,0.300671,0.263667,4.747316,0.680994,0.381323,0.317042,0.774711,10.825833,0.397309,0.220825,1.843228,10307.755706,0.259716,1.741337,23.899572,1.169586,0.539188,0.694432,8.738912,0.668714,0.335487,1.075000
2.318638,4.252785,1.362531,0.766797,0.641574,4.899395,3.018050,3.896242,0.609608,1.103810,1.010114,0.322507,0.257064,6.004398,0.454731,0.303037,0.240800,0.861259,6.279205,0.396828,0.231083,1.813751,8968.108095,0.214243,1.783688,14.779857,1.189599,0.396936,0.545369,7.718470,0.624923,0.256481,0.235000
0.682657,1.955908,0.984252,0.499597,0.302806,5.037100,3.733134,4.611058,0.809522,0.428041,0.413381,0.306226,0.184918,6.151441,0.363498,0.415515,0.175982,0.995425,6.279205,0.628690,0.250721,1.102958,11776.743445,0.122725,2.100920,21.307686,1.500929,0.323333,0.423122,6.800553,0.613322,0.682424,-2.828000
1.131826,2.870272,0.724454,0.541933,0.705353,4.621917,3.995642,3.292782,0.148170,1.425709,0.684258,0.288014,0.145176,5.535032,0.392992,0.330906,0.233133,0.933647,6.315317,0.629835,0.272598,1.209703,6775.804576,0.122725,2.497115,21.285414,1.662458,0.323333,0.423122,5.237833,0.244556,0.690057,-1.776000
3.332121,5.357773,0.900734,0.941222,1.171240,4.395853,4.051324,4.909494,0.000135,1.619540,0.725544,0.288691,0.187846,4.282940,0.458775,0.402569,0.292183,0.917525,6.303260,0.550463,0.278494,1.157872,11219.755731,0.178372,1.952127,16.650714,1.632824,0.323333,0.460152,5.237833,0.010678,0.488607,-0.864000
4.016587,7.291064,0.918479,0.969501,1.140998,4.500064,4.356739,5.599826,0.067989,1.604701,0.843420,0.287338,0.187846,4.282940,0.457070,0.405899,0.377306,0.894274,6.303260,0.328780,0.277716,1.179027,11177.959686,0.238043,1.894778,23.764254,1.533392,0.335926,0.460152,5.237833,0.080316,0.498435,-0.038000
4.251084,7.775732,0.966252,0.968122,1.097949,4.696298,4.489696,5.911016,0.518662,1.632255,1.193279,0.304544,0.269842,4.466008,0.557953,0.281450,0.374844,0.821533,6.279205,0.328780,0.260799,1.354295,10889.487122,0.272317,1.648463,25.187201,1.403490,0.408717,0.525546,5.237833,0.328258,0.477973,1.063000
3.184053,5.626734,0.837002,0.963712,0.994420,4.831696,4.763027,4.617294,0.880101,1.587779,1.056446,0.321669,0.289524,4.634752,0.640398,0.322657,0.340797,0.859478,6.287215,0.329024,0.242772,1.511802,7863.915879,0.270449,1.667640,23.654045,1.370127,0.422132,0.538379,5.237833,0.809938,0.615072,0.506000
3.843348,6.863898,0.946820,1.014583,1.011371,4.956002,4.969347,5.327841,0.541881,1.463960,0.617869,0.304544,0.282906,4.358948,0.646238,0.258201,0.339461,0.954766,6.287215,0.329756,0.231017,1.385779,10205.197974,0.257715,2.534907,23.229741,1.817782,0.451958,0.582432,5.237833,0.544631,0.532122,0.664000
4.910096,8.472174,1.006642,0.974474,1.257464,4.820100,5.194482,5.095987,0.373486,1.637805,1.111024,0.309757,0.273461,4.298443,0.612244,0.332484,0.337447,0.831777,6.287215,0.329512,0.224652,1.604120,13542.108219,0.258517,1.889918,26.079388,1.492886,0.464273,0.598083,5.237833,0.401198,0.453479,0.730000
4.808827,8.578868,1.153937,0.995570,1.207252,5.056337,5.425052,6.482130,0.493786,1.474793,1.234310,0.278874,0.287188,5.014304,0.560021,0.274464,0.317690,0.807051,6.259220,0.329512,0.228065,1.680130,12498.219861,0.274641,1.442859,26.360515,1.414728,0.439559,0.566738,5.237833,0.356989,0.450733,1.525000
3.801420,6.903146,1.073878,1.041363,0.951125,5.515525,5.841916,5.541643,0.842296,1.362486,0.386016,0.223191,0.281724,5.466130,0.558872,0.361007,0.306392,1.024856,6.259220,0.329512,0.234184,1.365196,9940.559354,0.252795,2.590345,24.891610,1.533392,0.429333,0.551279,5.237833,0.716554,0.540178,0.278000
1.874126,2.740945,0.785529,1.011498,0.937702,4.963114,5.924569,2.808329,0.344150,1.387643,1.225487,0.176392,0.261123,4.255921,0.556576,0.218257,0.261905,0.819664,6.271204,0.463864,0.237232,1.722905,7157.994605,0.239130,2.356669,15.496237,2.342208,0.414938,0.535779,5.237833,0.603483,0.545284,-1.208000
